208,208,215,40,28,45,172,141,122
26,24,29,10,9,11,110,100,93
8,3,3,43,5,8,116,53,43
124,114,99,70,60,49,186,157,136
10,9,7,72,59,57,3,2,2
33,28,11,74,80,84,11,17,22
49,44,52,9,9,21,175,158,145
30,27,31,195,197,197,132,103,87
234,228,205,129,113,103,35,36,44
183,164,151,30,30,38,62,57,78
189,197,203,167,156,150,58,32,24
225,201,181,250,250,248,181,173,167
173,179,191,116,105,109,188,191,198
58,55,51,209,212,207,156,134,111
10,22,55,112,100,96,7,11,25
98,125,214,59,53,102,17,22,20
53,77,51,11,18,19,124,141,145
20,21,32,99,78,79,203,185,179
122,107,96,247,236,217,233,210,183
114,126,158,26,28,46,57,56,80
17,20,36,90,82,80,30,30,44
21,18,19,188,163,152,66,59,66
68,19,43,213,213,214,171,137,112
217,209,206,31,34,46,170,139,119
77,46,30,175,160,135,144,96,63
161,140,117,27,28,32,49,64,92
193,154,140,85,70,58,35,29,26
13,13,13,25,24,27,108,96,94
97,63,51,205,169,153,64,29,13
119,18,22,67,22,26,172,121,105
201,151,121,40,39,126,115,104,176
40,56,147,39,33,49,184,156,144
155,155,173,29,32,46,81,50,55
214,216,219,48,35,40,132,79,75
88,77,84,197,167,152,20,26,59
100,166,172,184,209,228,73,64,58
128,96,104,19,15,26,1,0,2
145,95,53,211,166,128,252,250,245
172,177,191,105,150,197,65,67,76
100,73,59,0,2,171,15,9,39
107,51,18,197,172,156,22,21,23
95,67,49,105,149,178,32,41,69
133,79,72,217,217,220,27,18,22
187,210,238,17,14,14,120,94,83
111,66,42,242,239,235,195,137,103
145,169,186,28,72,109,131,83,53
7,7,11,89,72,61,196,187,176
117,107,112,207,178,123,70,66,70
94,71,50,18,16,19,209,203,190
125,73,37,185,121,73,59,30,14
29,24,28,124,58,43,161,159,170
221,222,222,44,33,31,157,126,111
128,134,142,9,8,8,44,33,26
27,29,48,91,73,71,156,134,125
119,89,79,194,170,159,31,21,27
46,45,54,194,205,203,91,94,88
174,164,165,40,33,32,104,81,71
66,64,86,161,159,169,44,19,29
89,73,54,177,146,125,211,192,122
193,171,152,134,68,59,37,35,40
2,1,1,185,132,101,93,55,36
129,76,60,34,24,23,190,165,112
18,15,15,131,54,55,220,210,199
97,69,56,40,28,23,144,156,171
190,181,173,218,212,204,82,70,76
221,217,210,158,117,86,17,16,17
91,65,58,14,13,21,192,152,127
172,167,151,81,95,80,40,47,27
139,96,67,64,37,23,252,251,251
223,224,231,42,33,28,131,128,119
117,97,58,76,58,34,151,120,80
180,152,144,46,47,85,28,23,36
0,0,0,66,65,74,0,0,0
173,133,113,215,209,197,44,42,46
145,94,68,172,159,125,90,56,33
176,139,110,95,64,41,32,6,6
114,56,48,223,214,213,66,88,161
211,199,189,169,125,104,43,42,47
175,194,213,243,243,244,75,63,66
90,75,58,0,0,0,0,0,0
33,28,28,198,162,132,123,101,83
167,154,139,88,55,38,10,7,6
113,93,84,34,34,34,193,184,170
76,41,39,20,12,15,117,114,118
165,151,153,68,55,57,196,194,204
223,234,236,201,216,210,131,132,126
95,86,86,192,178,171,28,30,32
129,86,76,181,147,123,45,34,29
8,7,12,10,8,18,84,64,92
